District,County,District_type,Enrollment,FRL_Perc,Disadv_Perc,EL_Perc,Grad_Perc,Teach_to_stud,Susp_Perc,Chronic_absent,Math_metAbove,ELA_metAbove,Per_pupil_exp,Teacher_salary,Avg Years Teaching (District)
Pasadena Unified (Los Angeles),Los Angeles,Unified School District,17748,57.6,60.55,15.1,85.4,21.5,4.6,13.1,35.24,45.42,14039,72871,13
Chatom Union (Stanislaus),Stanislaus,Elementary School District,596,79.8,82.63,45.8,N/A,23.7,2.6,7.3,35.58,41.67,12072,75978,13
Sierra Unified (Fresno),Fresno,Unified School District,1271,47.8,47.98,0.8,93.5,18.7,6.6,20.5,35.99,50,14414,72309,13
Oceanside Unified (San Diego),San Diego,Unified School District,19749,57.2,59.54,14.5,86.9,21.8,2.5,12.6,36.23,45.55,12842,82434,13
Bret Harte Union High (Calaveras),Calaveras,High School District,652,37.4,38.04,2.6,93.8,17.3,9.9,12.9,36.71,66.88,18370,86125,13
Weaver Union (Merced),Merced,Elementary School District,2871,82.6,86,27.4,N/A,20.1,7,10.4,37,42.59,12136,88496,13
San Juan Unified (Sacramento),Sacramento,Unified School District,50509,52.4,54.19,13.7,88,20.8,4.9,14.3,37.16,46.37,12717,78090,13
Indian Springs Elementary (Shasta),Shasta,Elementary School District,15,100,100,18.4,N/A,7.5,0,11.8,37.2,48.3,41569,76081,13
Winton (Merced),Merced,Elementary School District,1981,93,95.05,55.5,N/A,22.5,3.2,8.9,38.33,51.91,11433,79240,13
Chaffey Joint Union High (San Bernardino),San Bernardino,High School District,23883,61.2,62.34,6.8,89.9,23.9,5.2,11.9,38.42,66.41,12965,102311,13
Hart-Ransom Union Elementary (Stanislaus),Stanislaus,Elementary School District,1173,42.9,43.9,6.9,N/A,21.7,2.2,3.3,38.93,58.82,10394,84474,13
Pollock Pines Elementary (El Dorado),El Dorado,Elementary School District,663,49.7,49.7,1.5,N/A,18.9,4.1,18,39.23,47.85,11703,76081,13
Upland Unified (San Bernardino),San Bernardino,Unified School District,10702,56.4,57.91,8.5,92.3,21.3,4.5,12.9,39.33,53.01,11722,82293,13
Kings Canyon Joint Unified (Fresno),Fresno,Unified School District,9865,84.7,86.55,28.7,83.7,23.5,3.1,6.6,40.42,52.16,12916,73751,13
Wheatland (Yuba),Yuba,Elementary School District,1388,47.2,48.41,6.2,N/A,21.4,2.9,5.8,40.47,51.48,12875,81182,13
Mountain Valley Unified (Trinity),Trinity,Unified School District,254,74.6,75,13,85,15.6,3.1,17.2,40.56,43.36,18100,63631,13
Imperial Unified (Imperial),Imperial,Unified School District,4270,49.7,58.22,25.6,94.4,23.6,5.6,4.4,41.74,59.65,11205,96226,13
Central Elementary (San Bernardino),San Bernardino,Elementary School District,4487,58.8,62,11.8,N/A,23.8,1.7,8.5,43.1,55.87,10617,76015,13
Lassen View Union Elementary (Tehama),Tehama,Elementary School District,350,55.4,56,7.4,N/A,22.7,2.4,7.8,43.22,51.69,10000,72625,13
Monrovia Unified (Los Angeles),Los Angeles,Unified School District,5442,57.3,58.77,10.2,91.9,21.8,3.9,13.5,43.46,58.72,13080,79117,13
Orcutt Union Elementary (Santa Barbara),Santa Barbara,Elementary School District,5181,41.1,44.18,12.1,N/A,22.2,3.9,9.3,43.8,54.19,10945,75773,13
Orange Unified (Orange),Orange,Unified School District,27473,47.1,50.78,21.7,94.5,22.2,2.6,10.8,44.89,57.59,11526,86774,13
Butteville Union Elementary (Siskiyou),Siskiyou,Elementary School District,195,50.8,51.28,2.6,N/A,20.3,0.5,6.4,45.04,54.2,10195,55800,13
Chino Valley Unified (San Bernardino),San Bernardino,Unified School District,28063,46.3,49.67,11.2,92.6,21.9,1.6,7.7,46.49,57.87,10707,86352,13
Durham Unified (Butte),Butte,Unified School District,1038,40.6,40.75,8,93.7,19.1,3.2,12.7,46.9,53.01,11157,69054,13
Roseville Joint Union High (Placer),Placer,High School District,10308,26.5,27.14,2.4,89.9,22.7,3.2,9.5,47.87,73.94,12138,89424,13
Santee (San Diego),San Diego,Elementary School District,6826,40.8,43.2,9.5,N/A,22.2,4.3,7,48.84,55.68,10091,78552,13
San Francisco Unified (San Francisco),San Francisco,Unified School District,60390,51.4,59.86,28.1,86.4,16,1.7,18.8,50.55,56.28,16371,75872,13
Brentwood Union Elementary (Contra Costa),Contra Costa,Elementary School District,9181,28.5,31.96,10.3,N/A,22.3,N/A,N/A,50.89,59.56,10890,85716,13
Claremont Unified (Los Angeles),Los Angeles,Unified School District,6945,35.4,36.92,5.1,93.9,22.5,2,7.3,50.9,64.38,11503,84319,13
Murrieta Valley Unified (Riverside),Riverside,Unified School District,23251,36,38.01,5.7,96.4,24.1,1.5,10,51.66,64.01,10841,88700,13
Tahoe-Truckee Unified (Placer),Placer,Unified School District,4168,38.6,39.69,13.2,87.9,17.5,2.9,8.9,52.88,60.21,18907,85371,13
Newport-Mesa Unified (Orange),Orange,Unified School District,20641,43.8,47,20.5,92.1,20.1,2.2,10,53.08,63.12,14895,96260,13
Manzanita Elementary (Butte),Butte,Elementary School District,317,51.4,54.57,17.7,N/A,22.6,0,4.9,53.55,54.29,9670,78071,13
Brisbane Elementary (San Mateo),San Mateo,Elementary School District,469,25,29,10.4,N/A,15.8,3.9,12.4,53.87,63.84,17821,76081,13
Temecula Valley Unified (Riverside),Riverside,Unified School District,29609,27.6,29.75,5.5,92.4,23.2,2.3,10.3,55.56,68.88,10624,88890,13
Alta Loma Elementary (San Bernardino),San Bernardino,Elementary School District,6050,37.7,39.56,5,N/A,24.8,1,5.5,58.53,68.24,10299,84476,13
Santa Monica-Malibu Unified (Los Angeles),Los Angeles,Unified School District,10625,24.4,28.24,8.4,93.8,19.3,2,9.6,61.25,74.44,15636,83374,13
Los Olivos Elementary (Santa Barbara),Santa Barbara,Elementary School District,153,21.6,23.53,9.2,N/A,14.9,0.6,3.8,61.26,70.27,14878,75348,13
Brea-Olinda Unified (Orange),Orange,Unified School District,6008,30.4,34.65,9.6,92.6,24.6,1.6,7.1,62.32,67.19,10039,83616,13
Rescue Union Elementary (El Dorado),El Dorado,Elementary School District,3632,15.8,18.12,4.9,N/A,22,1.2,4.2,65.32,74.14,10456,77846,13
Carlsbad Unified (San Diego),San Diego,Unified School District,11428,23.2,24.82,6.4,93.5,23.2,2.3,8,67.82,75.79,11149,85233,13
Newhall (Los Angeles),Los Angeles,Elementary School District,6539,40.1,43.98,23.3,N/A,21.4,0.8,5.8,68.66,69.07,11280,75918,13
Huntington Beach City Elementary (Orange),Orange,Elementary School District,6949,19.5,21.16,4.7,N/A,24.7,2,5.1,68.67,74.8,10243,93404,13
Jacoby Creek Elementary (Humboldt),Humboldt,Elementary School District,469,29.1,29.34,1.1,N/A,21.7,0.2,5.7,70.63,78.22,10095,65794,13
Oak Park Unified (Ventura),Ventura,Unified School District,4579,7.6,12.4,5.4,97.7,23.6,0.7,3.1,73.58,80.64,10347,88959,13
Arcadia Unified (Los Angeles),Los Angeles,Unified School District,9357,26,33.13,11.7,98.8,21.9,1.2,3.8,75.81,77.59,11638,100048,13
Manhattan Beach Unified (Los Angeles),Los Angeles,Unified School District,6583,4.7,6.11,1.7,97.7,22.7,0.8,4.1,79.5,84.78,13848,89618,13
Saratoga Union Elementary (Santa Clara),Santa Clara,Elementary School District,1765,2.4,9.18,7.3,N/A,17,0.6,4.1,88.57,86.91,19132,103758,13
Plumas County Office of Education (Plumas),Plumas,County Office of Education (COE),19,73.7,73.68,N/A,84.5,3.6,36.8,53.1,0,0,14708,76081,12
San Mateo County Office of Education (San Mateo),San Mateo,County Office of Education (COE),321,52.2,74.07,34.3,35.6,5.4,9.1,20,0,2.78,14708,91609,12
Antelope Valley Union High (Los Angeles),Los Angeles,High School District,22476,66.3,68.87,9.6,82.5,21.7,7.9,20.5,12.37,38.63,13950,82528,12
San Pasqual Valley Unified (Imperial),Imperial,Unified School District,689,93.2,94.61,23.4,81.1,14.9,25.9,18.5,13.11,27.1,23371,78969,12
Dos Palos Oro Loma Joint Unified (Merced),Merced,Unified School District,2427,85.5,87.27,22.4,92.8,20.6,7.8,17.7,13.89,24.71,13325,76099,12
Wilsona Elementary (Los Angeles),Los Angeles,Elementary School District,1232,94.9,95.94,28.6,N/A,21.6,4.2,12,15.39,26.72,12258,77696,12
Oxnard (Ventura),Ventura,Elementary School District,16134,72.5,82.88,49.8,N/A,20,3.2,7.7,17.24,29.51,12982,81201,12
Merced Union High (Merced),Merced,High School District,10523,75.6,76.29,8.8,94.2,19.5,3.4,16.8,17.32,47.23,13830,79619,12
Ocean View (Ventura),Ventura,Elementary School District,2564,78.9,86.78,60.8,N/A,21.4,1.9,9.4,17.46,26.71,10749,76081,12
Lancaster Elementary (Los Angeles),Los Angeles,Elementary School District,15256,88.1,89.35,15.5,N/A,23,5.2,18.6,18.03,32.01,12188,81631,12
Inglewood Unified (Los Angeles),Los Angeles,Unified School District,11542,86.3,88.21,24.2,87.2,21.1,2.4,20.2,18.54,30.01,14649,73123,12
Lemoore Union High (Kings),Kings,High School District,2190,51,51.92,6.1,91.7,22.1,10.2,11.7,18.91,51.3,12821,73180,12
Palmdale Elementary (Los Angeles),Los Angeles,Elementary School District,22465,85.3,87.26,23.2,N/A,21.2,6.9,18.6,20.29,31.3,13039,82826,12
Woodville Union Elementary (Tulare),Tulare,Elementary School District,433,92.9,96.19,58.7,N/A,20.6,3.6,10.7,21.21,19.26,13790,79071,12
Hemet Unified (Riverside),Riverside,Unified School District,22025,82.6,83.39,11.3,86.2,20.7,4.9,18.6,22.25,36.96,13595,85496,12
Bakersfield City (Kern),Kern,Elementary School District,30782,89.4,90.48,27.8,N/A,19.2,2.1,11.7,22.28,35.66,13998,73608,12
Tulare City (Tulare),Tulare,Elementary School District,9588,79.4,80.58,24.4,N/A,20.9,2.2,5.6,22.3,35.92,11911,84026,12
Santa Maria Joint Union High (Santa Barbara),Santa Barbara,High School District,8166,73.6,76.66,19.5,91,22.2,1.6,13.1,22.33,49.72,13145,88901,12
Lamont Elementary (Kern),Kern,Elementary School District,3023,90.5,94.67,58.3,N/A,25.4,1.2,7.4,22.88,33.56,12643,76081,12
Tulare Joint Union High (Tulare),Tulare,High School District,5621,68.7,70.43,11.2,94.3,22.7,7.7,5.7,23.83,53.31,13601,85392,12
Bellevue Union (Sonoma),Sonoma,Elementary School District,1621,82.5,90.56,61.6,N/A,21,2.3,12.4,23.87,34.35,13908,73094,12
Perris Elementary (Riverside),Riverside,Elementary School District,5796,86.9,91.98,45.9,N/A,20.3,2.1,12.7,23.88,34.47,13392,88062,12
Strathmore Union Elementary (Tulare),Tulare,Elementary School District,779,95.4,96.77,51.7,N/A,21.6,4,7.2,25,35.01,12715,82353,12
Victor Elementary (San Bernardino),San Bernardino,Elementary School District,12772,81.8,83.96,17.2,N/A,22.9,4.8,17.5,25.14,33.29,11306,84936,12
Hayward Unified (Alameda),Alameda,Unified School District,22376,69.8,76.02,27.9,81,20.7,4.6,14.9,25.37,36.87,14234,93878,12
Fortuna Elementary (Humboldt),Humboldt,Elementary School District,1356,65.7,67.4,16.9,N/A,18.1,3.2,8.1,25.94,39.33,12478,63174,12
Janesville Union Elementary (Lassen),Lassen,Elementary School District,367,39,38.96,0.3,N/A,20.4,3.2,9.5,25.96,40.68,9724,71864,12
Rio Elementary (Ventura),Ventura,Elementary School District,5219,70.4,79.02,45,N/A,21.9,2.1,8.3,26.28,36.54,11517,81239,12
Galt Joint Union High (Sacramento),Sacramento,High School District,2226,56.3,57.23,6.5,91.9,20.3,5,15,26.72,57.49,13440,81559,12
Marysville Joint Unified (Yuba),Yuba,Unified School District,10153,78.5,80.65,21.9,85.2,22.5,6.1,10.6,26.85,36.92,11837,76268,12
San Bernardino City Unified (San Bernardino),San Bernardino,Unified School District,52773,88.4,89.89,23.4,90.4,20.9,5.4,18.3,27.29,40.16,15491,86401,12
Siskiyou Union High (Siskiyou),Siskiyou,High School District,569,52.7,53.08,2.3,90.8,15.1,4.5,19.1,27.55,58.42,16972,61620,12
Alvord Unified (Riverside),Riverside,Unified School District,18504,76.7,80.97,34.7,91.7,21.5,2.6,13,27.76,42.19,13328,97548,12
Anaheim Elementary (Orange),Orange,Elementary School District,17342,84.7,89.75,53.4,N/A,20.7,0.4,9.6,27.84,33.66,13633,90925,12
Porterville Unified (Tulare),Tulare,Unified School District,14205,77.6,81.44,26.5,90.4,22.4,5,9.9,28.39,44.06,12509,83039,12
Lompoc Unified (Santa Barbara),Santa Barbara,Unified School District,10045,65.7,67.4,15.9,90,19.8,6.2,14.6,28.74,44.14,12226,76881,12
Yuba City Unified (Sutter),Sutter,Unified School District,13111,74.2,75.73,22.1,85.8,19.3,6,12.2,29.59,47.67,12987,75835,12
Happy Valley Union Elementary (Shasta),Shasta,Elementary School District,511,66,67.78,6.7,N/A,19.7,8.4,11.8,29.66,39.39,13146,63083,12
Shaffer Union Elementary (Lassen),Lassen,Elementary School District,192,74.4,75.92,12.5,N/A,20.2,14.9,18.6,30.43,38.41,10733,67914,12
Empire Union Elementary (Stanislaus),Stanislaus,Elementary School District,3051,86.4,88.36,24.8,N/A,22.2,5.6,14.1,30.69,39.3,11471,79499,12
Lassen Union High (Lassen),Lassen,High School District,787,33.6,34.31,2.5,90.4,21.1,11.6,15.3,31.4,56.4,13287,71893,12
Hughson Unified (Stanislaus),Stanislaus,Unified School District,2058,55.2,58.03,21,94.2,23.2,3.2,8.5,31.45,49.42,11179,81070,12
Turlock Unified (Stanislaus),Stanislaus,Unified School District,14261,61.9,65.72,25.4,92.6,21.4,5.2,12.3,31.45,45.61,12485,85120,12
Santa Rosa High (Sonoma),Sonoma,High School District,11104,42.7,47.17,13.6,81.4,22.6,7.2,18.7,31.54,47.67,14708,76081,12
Riverdale Joint Unified (Fresno),Fresno,Unified School District,1563,81.4,85.22,37.6,96.7,18.9,3,8.5,31.95,41.74,13757,73006,12
Brawley Elementary (Imperial),Imperial,Elementary School District,4061,89.6,90.59,37.5,N/A,21.9,6.6,1.6,31.99,43.04,13296,101712,12
Northern Humboldt Union High (Humboldt),Humboldt,High School District,1787,41.4,41.88,1,92.9,18.8,6.7,19.7,32.64,65.1,14543,76081,12
Delano Union Elementary (Kern),Kern,Elementary School District,6884,73.1,87.43,47.6,N/A,20.4,2.9,3.3,32.66,42.55,14663,77741,12
Lodi Unified (San Joaquin),San Joaquin,Unified School District,31654,65.9,68.59,19.2,88.9,20,5,12.6,32.69,44.06,12377,75702,12
Lake Tahoe Unified (El Dorado),El Dorado,Unified School District,3872,56.5,60.01,23.4,86.5,18.6,3.9,16.5,33.2,43.75,13380,76991,12
Center Joint Unified (Sacramento),Sacramento,Unified School District,4229,63.5,66.92,14.5,90.7,19.5,5.3,15.6,33.46,48.63,12644,76842,12
Colusa Unified (Colusa),Colusa,Unified School District,1490,68.2,72.82,30.2,82.2,19.4,3.5,8.8,33.55,44.44,11144,71180,12
Westside Union Elementary (Los Angeles),Los Angeles,Elementary School District,9622,49.5,51.22,6.9,N/A,24.5,3.2,10.5,33.97,49.22,10623,78979,12
Southern Trinity Joint Unified (Trinity),Trinity,Unified School District,93,78.5,78.49,1.1,84.5,9.9,6.1,24.7,34.04,46.81,28310,59137,12
Dinuba Unified (Tulare),Tulare,Unified School District,6659,80.8,84.73,33.8,91.9,20.7,8.2,11.3,34.14,45.18,12127,79857,12
Los Molinos Unified (Tehama),Tehama,Unified School District,555,65.4,69.73,20.2,91.9,16.7,5,14.4,34.51,46.13,13845,76081,12
Bass Lake Joint Union Elementary (Madera),Madera,Elementary School District,891,59.4,59.82,9.7,N/A,20.3,2.9,14.4,34.53,43.34,10749,64019,12
Napa Valley Unified (Napa),Napa,Unified School District,17849,47.6,51.51,21.2,88.3,21.7,3.2,11.7,34.84,47.91,12287,81717,12
Windsor Unified (Sonoma),Sonoma,Unified School District,5165,38,41.47,16.7,89,19.8,5.1,10.9,34.88,47.54,12388,65678,12
Greenfield Union (Kern),Kern,Elementary School District,9562,92.4,93.11,19.5,N/A,22.9,2.4,9.7,35.24,49.5,11325,75729,12
Desert Sands Unified (Riverside),Riverside,Unified School District,28610,66.1,69.09,22.6,90.5,22.7,4.6,15.1,35.5,49.37,13256,89892,12
Paso Robles Joint Unified (San Luis Obispo),San Luis Obispo,Unified School District,6844,50.7,53.49,18.3,89.5,21.8,6.7,14.4,35.84,47.51,12263,74121,12
Mammoth Unified (Mono),Mono,Unified School District,1209,53.2,55.18,17.1,98.2,20.4,1.5,10.9,36.83,52.22,12301,75293,12
Feather Falls Union Elementary (Butte),Butte,Elementary School District,83,79.5,79.52,N/A,N/A,83,1,24.2,37.2,48.3,43413,56961,12
Paradise Unified (Butte),Butte,Unified School District,4154,64.7,64.84,1.1,82.4,20.4,4.1,31.7,37.2,48.3,12529,66202,12
Santa Ynez Valley Union High (Santa Barbara),Santa Barbara,High School District,926,28,29.05,2.5,95.5,19.4,6.3,10.6,37.33,64.06,13225,83759,12
Lincoln Unified (San Joaquin),San Joaquin,Unified School District,9348,61.2,63.31,14.5,96.4,22.5,5.3,14.5,37.37,51.44,11749,75544,12
Jefferson Elementary (San Mateo),San Mateo,Elementary School District,6839,53.1,67.79,42.5,N/A,19.7,2.1,11.8,37.84,47.79,12716,78215,12
Coast Unified (San Luis Obispo),San Luis Obispo,Unified School District,561,72.2,76.47,46,91.5,14.5,1.2,9.3,37.93,52.07,21622,75481,12
Ramona City Unified (San Diego),San Diego,Unified School District,5472,41.9,43.86,12.8,89,23.3,3.5,14,37.98,52.99,11283,75391,12
Newark Unified (Alameda),Alameda,Unified School District,5758,48.8,55.79,22.5,87,26.5,3.7,6.7,38.1,47.51,12026,88267,12
Placer Union High (Placer),Placer,High School District,4004,24.4,24.95,1.9,94.8,22.9,4,12.6,38.49,68.94,12896,80760,12
Mt. Diablo Unified (Contra Costa),Contra Costa,Unified School District,31013,46.7,50.12,20.2,85.5,20.5,4.4,12.4,38.51,49.73,12911,79123,12
Lawndale Elementary (Los Angeles),Los Angeles,Elementary School District,5814,82.7,85.62,33.4,N/A,19.3,1.4,8.7,39.03,49.96,15637,91826,12
Live Oak Unified (Sutter),Sutter,Unified School District,1862,80.2,81.58,15.3,94.4,19.8,4,10.9,39.03,52.17,11895,73026,12
Pacific Union Elementary (Fresno),Fresno,Elementary School District,406,87.2,90.15,58.4,N/A,17.7,4.5,13.9,39.73,53.28,14261,76081,12
Oakdale Joint Unified (Stanislaus),Stanislaus,Unified School District,5396,44.3,45.84,11,88.2,23.2,5.2,10.8,39.9,51.39,10934,79071,12
Belridge Elementary (Kern),Kern,Elementary School District,36,80.6,80.56,38.9,N/A,18,2.6,2.6,40,30,27754,73190,12
Penn Valley Union Elementary (Nevada),Nevada,Elementary School District,591,54.8,55.19,2.2,N/A,22.2,2.5,13.2,40.51,53.82,12018,65388,12
Keyes Union (Stanislaus),Stanislaus,Elementary School District,1105,67.9,72.01,34.4,N/A,21.2,4.1,5.3,40.63,50.31,12972,78795,12
Alpine Union Elementary (San Diego),San Diego,Elementary School District,1612,29.8,32.13,5.9,N/A,24.3,2.2,10.4,40.84,56.01,10649,77094,12
Martinez Unified (Contra Costa),Contra Costa,Unified School District,4164,26.3,29.27,8.8,89.6,21.1,5.6,9.9,41.45,54.28,11498,75938,12
Bella Vista Elementary (Shasta),Shasta,Elementary School District,363,62,62.01,0.8,N/A,19.7,6.3,8.4,41.7,53.19,11782,76081,12
Travis Unified (Solano),Solano,Unified School District,5495,27.6,28.9,2.5,96.7,20.9,4.5,6.1,41.89,56.06,11045,75320,12
Kingsburg Joint Union High (Fresno),Fresno,High School District,1167,60.5,61.27,6.3,90.7,20.1,5.4,10.8,42.12,70,12530,82638,12
Lone Pine Unified (Inyo),Inyo,Unified School District,308,61.7,64.29,22.4,93.8,21.1,6.3,8.2,42.58,51.28,16910,74324,12
Chico Unified (Butte),Butte,Unified School District,14358,46.6,47.54,5.2,90.3,19.7,4.2,11.7,42.63,55.94,12377,73366,12
Fallbrook Union Elementary (San Diego),San Diego,Elementary School District,5043,67.7,69.48,31,N/A,20.8,1.2,7.7,43.41,53.33,13253,81360,12
Carpinteria Unified (Santa Barbara),Santa Barbara,Unified School District,2177,58.5,65.21,32,89.6,19.7,4.7,12.7,43.65,47.67,14736,72275,12
Petaluma Joint Union High (Sonoma),Sonoma,High School District,5358,32.4,33.67,8.3,89.9,21.6,7.5,10.5,43.9,62.39,14708,76081,12
Live Oak Elementary (Santa Cruz),Santa Cruz,Elementary School District,1968,58,61.99,28.5,N/A,18.6,2,9.5,44.93,53.56,13518,70653,12
Central Union Elementary (Kings),Kings,Elementary School District,1848,51.7,52.38,8,N/A,18.5,1.9,2.7,44.94,51.91,14717,87956,12
Santa Barbara Unified (Santa Barbara),Santa Barbara,Unified School District,14801,50.5,53.6,17.8,90.9,20.6,4.2,11.8,45.02,54.21,13197,76685,12
Antelope Elementary (Tehama),Tehama,Elementary School District,856,54.8,55.37,3.9,N/A,21,3.8,9.6,45.09,49.5,10721,70913,12
Three Rivers Union Elementary (Tulare),Tulare,Elementary School District,131,45.8,45.8,N/A,N/A,16.6,0.7,4.5,45.74,53.19,10274,47139,12
Santa Cruz City Elementary (Santa Cruz),Santa Cruz,Elementary School District,1982,40.5,43.84,22.1,N/A,18.3,1.2,14.4,45.84,53.05,14708,76081,12
Twain Harte (Tuolumne),Tuolumne,Elementary School District,257,58.4,58.37,0.4,N/A,18,4.3,20.4,46.11,48.6,14456,85327,12
Castaic Union (Los Angeles),Los Angeles,Elementary School District,2037,31.3,34.11,11.5,N/A,23.1,1.1,7.1,46.17,61.15,10640,69430,12
Fieldbrook Elementary (Humboldt),Humboldt,Elementary School District,137,49.6,49.64,N/A,N/A,16.7,0,8.3,46.67,56.04,10745,76081,12
Old Adobe Union (Sonoma),Sonoma,Elementary School District,2091,37.8,43.08,22.3,N/A,22.8,1.3,7,48.46,51.7,13674,76081,12
Huntington Beach Union High (Orange),Orange,High School District,15967,37.4,39.3,9,91.4,23.9,1.9,10.7,48.93,74.71,12631,95427,12
Freshwater Elementary (Humboldt),Humboldt,Elementary School District,350,37.1,38.29,3.7,N/A,18.9,1.1,4.2,50.22,65.92,11181,76081,12
Burbank Unified (Los Angeles),Los Angeles,Unified School District,15203,36.3,40.02,10.4,91.7,21.5,2.7,8.6,51.18,64.71,11633,81259,12
Fullerton Elementary (Orange),Orange,Elementary School District,13067,49,54.22,24.3,N/A,24.2,1.4,4.8,51.31,57.7,11611,91359,12
Folsom-Cordova Unified (Sacramento),Sacramento,Unified School District,20605,34.8,37.76,11.1,90.2,21.2,4.2,9.3,52.04,63.21,11461,77434,12
Santa Clara Unified (Santa Clara),Santa Clara,Unified School District,15387,36.6,48.73,26.8,87.1,22.1,3.4,10.6,52.07,62.17,19129,111914,12
Chula Vista Elementary (San Diego),San Diego,Elementary School District,30135,53.8,62.42,32.9,N/A,19.2,0.8,6,52.49,63.9,12737,81733,12
Pleasant Valley (Ventura),Ventura,Elementary School District,7014,31.8,35.29,10.1,N/A,21.3,1.7,6.6,53.23,65.13,10289,78817,12
Benicia Unified (Solano),Solano,Unified School District,4662,23.9,25.55,4.1,96.1,21.4,3.2,8.6,54.06,57.69,10755,78947,12
El Dorado Union High (El Dorado),El Dorado,High School District,6739,19.9,20.45,1.2,95.6,23.4,7.1,12.9,55.03,68.81,12341,84627,12
Placer Hills Union Elementary (Placer),Placer,Elementary School District,756,32.5,32.66,0.4,N/A,21.5,2.8,6.6,55.49,60.42,10189,67479,12
Camino Union Elementary (El Dorado),El Dorado,Elementary School District,474,50.3,52.64,19.4,N/A,16.6,2.4,7.7,56.47,65.23,11843,71626,12
Rosedale Union Elementary (Kern),Kern,Elementary School District,5797,32.5,34.02,3.4,N/A,20.5,1.2,5.8,56.54,64.29,9794,73719,12
Columbine Elementary (Tulare),Tulare,Elementary School District,202,57.9,57.92,6.9,N/A,21,0,0,56.78,64.41,9953,79772,12
Tamalpais Union High (Marin),Marin,High School District,5043,9.5,10.47,2.1,94.8,17.8,2.6,11.9,57.91,71.78,19695,102469,12
Clovis Unified (Fresno),Fresno,Unified School District,43264,43.9,45.01,4.9,93.9,22.2,3.7,7.9,58.68,72.68,10872,72296,12
Cambrian (Santa Clara),Santa Clara,Elementary School District,3471,15.9,24.44,13.1,N/A,21.9,1.5,3.5,63.68,66.49,10863,85638,12
Beverly Hills Unified (Los Angeles),Los Angeles,Unified School District,3773,16.5,21.16,6.5,92.2,15.3,4.4,9.5,64.75,74.61,19759,96651,12
Carmel Unified (Monterey),Monterey,Unified School District,2467,15.7,16.82,3.5,95.4,15.1,2,10.5,69.59,79.38,23850,111761,12
Walnut Creek Elementary (Contra Costa),Contra Costa,Elementary School District,3545,12,19.8,11.8,N/A,20.2,1.2,4.2,70.21,72.41,11192,78763,12
San Dieguito Union High (San Diego),San Diego,High School District,13128,10.8,13.25,4.2,94.6,25.1,1.8,7.7,72.11,79.55,11678,104405,12
Pleasanton Unified (Alameda),Alameda,Unified School District,14978,8.9,17.96,11.4,96.4,21.5,2,3.4,75.03,78.92,11402,93992,12
Latrobe (El Dorado),El Dorado,Elementary School District,145,9,8.97,N/A,N/A,15.3,1.9,3.9,76.24,85.15,15500,72479,12
Fountain Valley Elementary (Orange),Orange,Elementary School District,6328,23.8,30.17,12,N/A,25,1.4,3.8,76.57,77.37,10021,88670,12
Laguna Beach Unified (Orange),Orange,Unified School District,2861,11.5,13.32,3.2,99.7,18.6,1.8,6.4,77.79,82.46,20878,106910,12
Moraga Elementary (Contra Costa),Contra Costa,Elementary School District,1851,3.2,5.51,2.6,N/A,21,0.1,2.2,82.25,85.77,12259,76267,12
Solana Beach Elementary (San Diego),San Diego,Elementary School District,2891,10.6,19.54,12.6,N/A,16.4,0.5,3.5,82.32,85.31,17531,90710,12
Lafayette Elementary (Contra Costa),Contra Costa,Elementary School District,3576,3.1,5.45,2.8,N/A,20,0.8,3.8,82.9,84.47,12055,76128,12
Montecito Union Elementary (Santa Barbara),Santa Barbara,Elementary School District,394,14.5,18.27,5.6,N/A,11.8,0.2,6.7,85.17,87.76,30402,115740,12
Cupertino Union (Santa Clara),Santa Clara,Elementary School District,17363,5.9,15.41,11.2,N/A,22.8,0.7,2.4,86.24,85.04,11947,90146,12
Piedmont City Unified (Alameda),Alameda,Unified School District,2596,1.7,2.58,1,99.6,16.2,0.7,4.6,86.57,87.23,16833,82005,12
San Marino Unified (Los Angeles),Los Angeles,Unified School District,2967,7.1,17.69,11.9,95.3,19.5,0.7,1.6,87.47,89.03,13984,85167,12
Solano County Office of Education (Solano),Solano,County Office of Education (COE),397,38.4,39.95,6,28.6,7.5,4.3,42,0,5.56,14708,73866,11
San Bernardino County Office of Education (San Bernardino),San Bernardino,County Office of Education (COE),5243,69.5,72.32,16.2,27.1,14.4,5.2,24.7,1.12,6.09,14708,92837,11
Sonoma County Office of Education (Sonoma),Sonoma,County Office of Education (COE),547,41.8,53.15,20.3,17.1,9.6,9.7,41.8,1.82,8.04,14708,75263,11
Marin County Office of Education (Marin),Marin,County Office of Education (COE),321,40.9,50.46,22.7,13.5,7.2,12.2,50.7,10,13.33,14708,92782,11
Alta Vista Elementary (Tulare),Tulare,Elementary School District,574,78.2,94.07,61.3,N/A,25,5.2,9.6,10.51,19.14,12352,72900,11
Di Giorgio Elementary (Kern),Kern,Elementary School District,224,99.1,99.55,52.2,N/A,20.4,2,13.7,11.49,29.73,11347,66410,11
Golden Plains Unified (Fresno),Fresno,Unified School District,1649,93.5,97.03,54,95.2,18.8,8.6,17.7,12.06,19.79,15467,76081,11
Farmersville Unified (Tulare),Tulare,Unified School District,2559,93.1,94.88,37,85.9,19.7,4.2,13.6,15.46,26.72,13708,75113,11
